StudyNo.,SRA,Study,Species,Amplicon,Layout,Approximated Avg Spot Length,Region,Country,Substrate,SAMN,Latitude,Longitude,Packaging,Raw/RTE/Environment,Time,Lactate Dose,PAA,Study Code,Storage Days,Storage Temperature,Season
AB17,ERR4911010,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678618,40.5734,105.0865,Aerobic,Raw,,,,,,,
AB17,ERR4911012,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678620,40.5734,105.0865,Aerobic,Raw,,,,,,,
AB17,ERR4911013,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678621,40.5734,105.0865,Aerobic,Raw,,,,,,,
AB17,ERR4911014,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678622,40.5734,105.0865,Aerobic,Raw,,,,,,,
AB17,ERR4911016,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678624,40.5734,105.0865,Aerobic,Raw,,,,,,,
AB17,ERR4911018,17,Poultry,V4,Single,251,North America,USA,breast,SAMEA7678626,40.5734,105.0865,Aerobic,Raw,,,,,,,
CB18,SRR11653480,18,Red Meat,V3-V4,Paired,487,Europe,Italy,environment,SAMN14776323,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/10,,,
CB18,SRR11653481,18,Red Meat,V3-V4,Paired,479,Europe,Italy,environment,SAMN14776322,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/9,,,
CB18,SRR11653482,18,Red Meat,V3-V4,Paired,386,Europe,Italy,environment,SAMN14776321,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/8,,,
CB18,SRR11653483,18,Red Meat,V3-V4,Paired,493,Europe,Italy,environment,SAMN14776320,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/7,,,
CB18,SRR11653484,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776319,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/6,,,
CB18,SRR11653485,18,Red Meat,V3-V4,Paired,489,Europe,Italy,environment,SAMN14776318,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MA-T2/2,,,
CB18,SRR11653486,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776317,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/5,,,
CB18,SRR11653487,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776316,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/4,,,
CB18,SRR11653488,18,Red Meat,V3-V4,Paired,469,Europe,Italy,environment,SAMN14776315,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/3,,,
CB18,SRR11653489,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776314,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/2,,,
CB18,SRR11653490,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776260,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/7,,,
CB18,SRR11653491,18,Red Meat,V3-V4,Paired,490,Europe,Italy,environment,SAMN14776313,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment B_PR sampled after cleaning_surface code: RA-T1/1,,,
CB18,SRR11653492,18,Red Meat,V3-V4,Paired,472,Europe,Italy,environment,SAMN14776312,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/12,,,
CB18,SRR11653493,18,Red Meat,V3-V4,Paired,462,Europe,Italy,environment,SAMN14776311,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/11,,,
CB18,SRR11653494,18,Red Meat,V3-V4,Paired,451,Europe,Italy,environment,SAMN14776310,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/10,,,
CB18,SRR11653495,18,Red Meat,V3-V4,Paired,466,Europe,Italy,environment,SAMN14776309,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/9,,,
CB18,SRR11653496,18,Red Meat,V3-V4,Paired,479,Europe,Italy,environment,SAMN14776308,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/8,,,
CB18,SRR11653497,18,Red Meat,V3-V4,Paired,467,Europe,Italy,environment,SAMN14776307,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MA-T2/1,,,
CB18,SRR11653498,18,Red Meat,V3-V4,Paired,405,Europe,Italy,environment,SAMN14776306,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/7,,,
CB18,SRR11653499,18,Red Meat,V3-V4,Paired,475,Europe,Italy,environment,SAMN14776305,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/6,,,
CB18,SRR11653500,18,Red Meat,V3-V4,Paired,465,Europe,Italy,environment,SAMN14776304,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/5,,,
CB18,SRR11653501,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776259,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/6,,,
CB18,SRR11653502,18,Red Meat,V3-V4,Paired,381,Europe,Italy,environment,SAMN14776303,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/4,,,
CB18,SRR11653503,18,Red Meat,V3-V4,Paired,413,Europe,Italy,environment,SAMN14776302,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/3,,,
CB18,SRR11653504,18,Red Meat,V3-V4,Paired,458,Europe,Italy,environment,SAMN14776301,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/2,,,
CB18,SRR11653505,18,Red Meat,V3-V4,Paired,469,Europe,Italy,environment,SAMN14776300,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SB-T2/1,,,
CB18,SRR11653506,18,Red Meat,V3-V4,Paired,460,Europe,Italy,environment,SAMN14776299,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/12,,,
CB18,SRR11653507,18,Red Meat,V3-V4,Paired,446,Europe,Italy,environment,SAMN14776298,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/11,,,
CB18,SRR11653508,18,Red Meat,V3-V4,Paired,469,Europe,Italy,environment,SAMN14776297,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/10,,,
CB18,SRR11653509,18,Red Meat,V3-V4,Paired,432,Europe,Italy,environment,SAMN14776296,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/13,,,
CB18,SRR11653510,18,Red Meat,V3-V4,Paired,401,Europe,Italy,environment,SAMN14776295,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/9,,,
CB18,SRR11653511,18,Red Meat,V3-V4,Paired,456,Europe,Italy,environment,SAMN14776294,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/8,,,
CB18,SRR11653512,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776258,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/5,,,
CB18,SRR11653513,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776293,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/7,,,
CB18,SRR11653514,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776292,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/6,,,
CB18,SRR11653515,18,Red Meat,V3-V4,Paired,481,Europe,Italy,environment,SAMN14776291,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/5,,,
CB18,SRR11653516,18,Red Meat,V3-V4,Paired,476,Europe,Italy,environment,SAMN14776290,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/4,,,
CB18,SRR11653517,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776289,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/3,,,
CB18,SRR11653518,18,Red Meat,V3-V4,Paired,487,Europe,Italy,environment,SAMN14776288,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/2,,,
CB18,SRR11653519,18,Red Meat,V3-V4,Paired,463,Europe,Italy,environment,SAMN14776287,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SB-T1/1,,,
CB18,SRR11653520,18,Red Meat,V3-V4,Paired,483,Europe,Italy,environment,SAMN14776286,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/12,,,
CB18,SRR11653521,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776285,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/12,,,
CB18,SRR11653522,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776284,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/11,,,
CB18,SRR11653523,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776257,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MA-T1/4,,,
CB18,SRR11653524,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776544,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SA-T1/3,,,
CB18,SRR11653525,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776283,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/10,,,
CB18,SRR11653526,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776543,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SA-T1/2,,,
CB18,SRR11653527,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776542,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after cleaning_surface code: SA-T1/1,,,
CB18,SRR11653528,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776541,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/11,,,
CB18,SRR11653529,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776540,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/10,,,
CB18,SRR11653530,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776539,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/9,,,
CB18,SRR11653531,18,Red Meat,V3-V4,Paired,490,Europe,Italy,environment,SAMN14776538,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/8,,,
CB18,SRR11653532,18,Red Meat,V3-V4,Paired,493,Europe,Italy,environment,SAMN14776537,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/7,,,
CB18,SRR11653533,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776536,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/6,,,
CB18,SRR11653534,18,Red Meat,V3-V4,Paired,493,Europe,Italy,environment,SAMN14776535,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/5,,,
CB18,SRR11653535,18,Red Meat,V3-V4,Paired,497,Europe,Italy,environment,SAMN14776534,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/4,,,
CB18,SRR11653536,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776282,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/9,,,
CB18,SRR11653537,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776533,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/3,,,
CB18,SRR11653538,18,Red Meat,V3-V4,Paired,490,Europe,Italy,environment,SAMN14776532,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/2,,,
CB18,SRR11653539,18,Red Meat,V3-V4,Paired,492,Europe,Italy,environment,SAMN14776531,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EB-T2/1,,,
CB18,SRR11653540,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776530,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/11,,,
CB18,SRR11653541,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776529,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/10,,,
CB18,SRR11653542,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776528,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/9,,,
CB18,SRR11653543,18,Red Meat,V3-V4,Paired,493,Europe,Italy,environment,SAMN14776527,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/8,,,
CB18,SRR11653544,18,Red Meat,V3-V4,Paired,493,Europe,Italy,environment,SAMN14776526,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/7,,,
CB18,SRR11653545,18,Red Meat,V3-V4,Paired,479,Europe,Italy,environment,SAMN14776525,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/6,,,
CB18,SRR11653546,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776524,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/5,,,
CB18,SRR11653547,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776281,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/8,,,
CB18,SRR11653548,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776523,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/4,,,
CB18,SRR11653549,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776522,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/3,,,
CB18,SRR11653550,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776521,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/2,,,
CB18,SRR11653551,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776520,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after cleaning_surface code: EB-T1/1,,,
CB18,SRR11653552,18,Red Meat,V3-V4,Paired,492,Europe,Italy,environment,SAMN14776519,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/13,,,
CB18,SRR11653553,18,Red Meat,V3-V4,Paired,495,Europe,Italy,environment,SAMN14776518,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/12,,,
CB18,SRR11653554,18,Red Meat,V3-V4,Paired,497,Europe,Italy,environment,SAMN14776517,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/11,,,
CB18,SRR11653555,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776516,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/10,,,
CB18,SRR11653556,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776515,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/9,,,
CB18,SRR11653557,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776514,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/8,,,
CB18,SRR11653558,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776280,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/7,,,
CB18,SRR11653559,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776513,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/7,,,
CB18,SRR11653560,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776512,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/6,,,
CB18,SRR11653561,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776511,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/5,,,
CB18,SRR11653562,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776510,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/4,,,
CB18,SRR11653563,18,Red Meat,V3-V4,Paired,492,Europe,Italy,environment,SAMN14776509,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/3,,,
CB18,SRR11653564,18,Red Meat,V3-V4,Paired,488,Europe,Italy,environment,SAMN14776508,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/2,,,
CB18,SRR11653565,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776507,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after ozonation (40ppm)_surface code: MB-T2/1,,,
CB18,SRR11653566,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776506,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/13,,,
CB18,SRR11653567,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776505,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/12,,,
CB18,SRR11653568,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776504,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/11,,,
CB18,SRR11653569,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776279,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/6,,,
CB18,SRR11653570,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776503,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/10,,,
CB18,SRR11653571,18,Red Meat,V3-V4,Paired,499,Europe,Italy,environment,SAMN14776502,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/9,,,
CB18,SRR11653572,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776501,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/8,,,
CB18,SRR11653573,18,Red Meat,V3-V4,Paired,497,Europe,Italy,environment,SAMN14776500,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/7,,,
CB18,SRR11653574,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776499,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/6,,,
CB18,SRR11653575,18,Red Meat,V3-V4,Paired,496,Europe,Italy,environment,SAMN14776498,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/5,,,
CB18,SRR11653576,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776497,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/4,,,
CB18,SRR11653577,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776496,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/3,,,
CB18,SRR11653578,18,Red Meat,V3-V4,Paired,497,Europe,Italy,environment,SAMN14776495,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/2,,,
CB18,SRR11653579,18,Red Meat,V3-V4,Paired,498,Europe,Italy,environment,SAMN14776494,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_DR sampled after cleaning_surface code: MB-T1/1,,,
CB18,SRR11653580,18,Red Meat,V3-V4,Paired,501,Europe,Italy,environment,SAMN14776278,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment C_DR sampled after ozonation (4ppm)_surface code: SA-T2/5,,,
CB18,SRR11653581,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776493,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EA-T2/11,,,
CB18,SRR11653582,18,Red Meat,V3-V4,Paired,500,Europe,Italy,environment,SAMN14776492,45.069428,7.6889006,Facility,Environment,,,,bacterial metataxonomic 16S rRNA from slaughterhouse environment A_PR sampled after ozonation (40ppm)_surface code: EA-T2/10,,,
